2025-05-25 22:05:45 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:30 | Src: 52.112.100.76 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:30 | Src: 52.112.100.76 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:30 | Src: 192.168.1.220 | Dst: 52.112.100.76 | Label: normal
2025-05-25 22:06:30 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:31 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:31 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:31 | Src: 192.168.1.220 | Dst: 3.233.158.25 | Label: normal
2025-05-25 22:06:31 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:31 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:31 | Src: 3.233.158.25 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:32 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:32 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:32 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:32 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:32 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:32 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:33 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:33 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:33 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:33 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:33 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:33 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:34 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:34 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:34 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:34 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:34 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:35 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:35 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:35 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:35 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:35 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:35 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:36 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:37 | Src: 192.168.1.220 | Dst: 20.199.120.182 | Label: normal
2025-05-25 22:06:37 | Src: 20.199.120.182 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:37 | Src: 192.168.1.220 | Dst: 20.42.73.24 | Label: normal
2025-05-25 22:06:37 | Src: 192.168.1.220 | Dst: 172.217.218.188 | Label: normal
2025-05-25 22:06:38 | Src: 20.42.73.24 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:38 | Src: 3.33.252.61 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:38 | Src: 192.168.1.220 | Dst: 3.33.252.61 | Label: normal
2025-05-25 22:06:38 | Src: 172.217.218.188 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:38 | Src: 192.168.1.220 | Dst: 3.33.252.61 | Label: normal
2025-05-25 22:06:38 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:39 | Src: 192.168.1.220 | Dst: 3.33.252.61 | Label: normal
2025-05-25 22:06:39 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:39 | Src: 3.33.252.61 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:39 | Src: 3.33.252.61 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:41 | Src: 192.168.1.220 | Dst: 52.123.137.103 | Label: normal
2025-05-25 22:06:41 | Src: 192.168.1.220 | Dst: 52.123.137.103 | Label: normal
2025-05-25 22:06:41 | Src: 52.123.137.103 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:41 | Src: 52.123.137.103 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:41 | Src: 192.168.1.220 | Dst: 52.123.137.103 | Label: normal
2025-05-25 22:06:42 | Src: 52.123.137.103 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:45 | Src: 192.168.1.220 | Dst: 142.250.180.138 | Label: normal
2025-05-25 22:06:45 | Src: 142.250.180.138 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:51 | Src: 192.168.1.220 | Dst: 157.255.4.39 | Label: normal
2025-05-25 22:06:51 | Src: 192.168.1.220 | Dst: 192.168.1.131 | Label: normal
2025-05-25 22:06:51 | Src: 192.168.1.220 | Dst: 192.168.1.131 | Label: normal
2025-05-25 22:06:52 | Src: 192.168.1.131 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:52 | Src: 192.168.1.220 | Dst: 101.33.47.206 | Label: normal
2025-05-25 22:06:52 | Src: 157.255.4.39 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:52 | Src: 192.168.1.220 | Dst: 157.255.4.39 | Label: normal
2025-05-25 22:06:52 | Src: 192.168.1.220 | Dst: 157.255.4.39 | Label: normal
2025-05-25 22:06:53 | Src: 192.168.1.220 | Dst: 101.33.47.206 | Label: normal
2025-05-25 22:06:53 | Src: 157.255.4.39 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:53 | Src: 101.33.47.206 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:53 | Src: 192.168.1.220 | Dst: 101.33.47.206 | Label: normal
2025-05-25 22:06:53 | Src: 192.168.1.220 | Dst: 101.33.47.206 | Label: normal
2025-05-25 22:06:54 | Src: 192.168.1.220 | Dst: 101.33.47.206 | Label: normal
2025-05-25 22:06:54 | Src: 157.255.4.39 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:54 | Src: 101.33.47.206 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:54 | Src: 192.168.1.220 | Dst: 101.33.47.206 | Label: normal
2025-05-25 22:06:54 | Src: 192.168.1.220 | Dst: 101.33.47.206 | Label: normal
2025-05-25 22:06:55 | Src: 192.168.1.220 | Dst: 101.33.47.206 | Label: normal
2025-05-25 22:06:55 | Src: 192.168.1.220 | Dst: 157.255.4.39 | Label: normal
2025-05-25 22:06:55 | Src: 101.33.47.206 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:55 | Src: 101.33.47.206 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:55 | Src: 101.33.47.206 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:56 | Src: 192.168.1.220 | Dst: 101.33.47.206 | Label: normal
2025-05-25 22:06:56 | Src: 101.33.47.206 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:56 | Src: 101.33.47.206 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:56 | Src: 192.168.1.220 | Dst: 101.33.47.206 | Label: normal
2025-05-25 22:06:56 | Src: 192.168.1.220 | Dst: 157.255.4.39 | Label: normal
2025-05-25 22:06:57 | Src: 157.255.4.39 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:57 | Src: 157.255.4.39 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:57 | Src: 192.168.1.220 | Dst: 157.255.4.39 | Label: normal
2025-05-25 22:06:57 | Src: 192.168.1.220 | Dst: 192.168.1.131 | Label: normal
2025-05-25 22:06:57 | Src: 192.168.1.220 | Dst: 192.168.1.131 | Label: normal
2025-05-25 22:06:58 | Src: 192.168.1.131 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:58 | Src: 192.168.1.131 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:58 | Src: 192.168.1.220 | Dst: 20.42.73.24 | Label: normal
2025-05-25 22:06:58 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:06:59 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:06:59 | Src: 20.42.73.24 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:59 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:06:59 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:06:59 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:06:59 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:00 | Src: 20.42.73.24 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:00 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:00 | Src: 192.168.1.220 | Dst: 20.42.73.24 | Label: normal
2025-05-25 22:07:00 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:01 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:01 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:01 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:01 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:02 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:02 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:02 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:02 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:03 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:03 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:03 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:03 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:03 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:03 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:04 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:04 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:04 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:04 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:04 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:05 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:05 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:05 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:05 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:05 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:06 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:06 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:06 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:06 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:06 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:06 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:07 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:07 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:07 | Src: 192.168.1.220 | Dst: 13.107.246.77 | Label: normal
2025-05-25 22:07:07 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:08 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:08 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:09 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:09 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:10 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:10 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:10 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:11 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:11 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:11 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:11 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:11 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:12 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:12 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:12 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:12 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:12 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:13 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:13 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:13 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:13 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:13 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:13 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:14 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:14 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:14 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:14 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:14 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:15 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
2025-05-25 22:07:15 | Src: 13.107.246.77 | Dst: 192.168.1.220 | Label: normal
